Area,Type,Educational Level,Count,Disability,Gender
Dadra & Nagar Haveli,Rural,Literate,39,Any Other,Females
Dadra & Nagar Haveli,Rural,Literate But Below Primary,17,Any Other,Females
Dadra & Nagar Haveli,Rural,Primary But Below Middle,9,Any Other,Females
Dadra & Nagar Haveli,Rural,Middle But Below Matric/Secondary,4,Any Other,Females
Dadra & Nagar Haveli,Rural,Matric/Secondary But Below Graduate,5,Any Other,Females
Dadra & Nagar Haveli,Rural,Graduate And Above,3,Any Other,Females
Dadra & Nagar Haveli,Urban,Illiterate,25,Any Other,Females
Dadra & Nagar Haveli,Urban,Literate,79,Any Other,Females
Dadra & Nagar Haveli,Urban,Literate But Below Primary,8,Any Other,Females
Dadra & Nagar Haveli,Urban,Primary But Below Middle,12,Any Other,Females
Dadra & Nagar Haveli,Urban,Middle But Below Matric/Secondary,10,Any Other,Females
Dadra & Nagar Haveli,Urban,Matric/Secondary But Below Graduate,31,Any Other,Females
Dadra & Nagar Haveli,Urban,Graduate And Above,13,Any Other,Females
Maharashtra,Rural,Illiterate,56231,Any Other,Females
Maharashtra,Rural,Literate,68059,Any Other,Females
Maharashtra,Rural,Literate But Below Primary,17641,Any Other,Females
Maharashtra,Rural,Primary But Below Middle,16974,Any Other,Females
Maharashtra,Rural,Middle But Below Matric/Secondary,10593,Any Other,Females
Maharashtra,Rural,Matric/Secondary But Below Graduate,13687,Any Other,Females
Maharashtra,Rural,Graduate And Above,2105,Any Other,Females
Maharashtra,Urban,Illiterate,32411,Any Other,Females
Maharashtra,Urban,Literate,74987,Any Other,Females
Maharashtra,Urban,Literate But Below Primary,11484,Any Other,Females
Maharashtra,Urban,Primary But Below Middle,15166,Any Other,Females
Maharashtra,Urban,Middle But Below Matric/Secondary,10461,Any Other,Females
Maharashtra,Urban,Matric/Secondary But Below Graduate,21898,Any Other,Females
Maharashtra,Urban,Graduate And Above,10664,Any Other,Females
Andhra Pradesh,Rural,Illiterate,71838,Any Other,Females
Andhra Pradesh,Rural,Literate,43185,Any Other,Females
Andhra Pradesh,Rural,Literate But Below Primary,8039,Any Other,Females
Andhra Pradesh,Rural,Primary But Below Middle,13408,Any Other,Females
Andhra Pradesh,Rural,Middle But Below Matric/Secondary,5143,Any Other,Females
Andhra Pradesh,Rural,Matric/Secondary But Below Graduate,9366,Any Other,Females
Andhra Pradesh,Rural,Graduate And Above,1657,Any Other,Females
Andhra Pradesh,Urban,Illiterate,31383,Any Other,Females
Andhra Pradesh,Urban,Literate,49031,Any Other,Females
Andhra Pradesh,Urban,Literate But Below Primary,5434,Any Other,Females
Andhra Pradesh,Urban,Primary But Below Middle,10546,Any Other,Females
Andhra Pradesh,Urban,Middle But Below Matric/Secondary,4569,Any Other,Females
Andhra Pradesh,Urban,Matric/Secondary But Below Graduate,14558,Any Other,Females
Andhra Pradesh,Urban,Graduate And Above,7468,Any Other,Females
Karnataka,Rural,Illiterate,31874,Any Other,Females
Karnataka,Rural,Literate,29676,Any Other,Females
Karnataka,Rural,Literate But Below Primary,7128,Any Other,Females
Karnataka,Rural,Primary But Below Middle,8464,Any Other,Females
Karnataka,Rural,Middle But Below Matric/Secondary,4024,Any Other,Females
Karnataka,Rural,Matric/Secondary But Below Graduate,6644,Any Other,Females
Karnataka,Rural,Graduate And Above,856,Any Other,Females
Karnataka,Urban,Illiterate,15185,Any Other,Females
Karnataka,Urban,Literate,36907,Any Other,Females
Karnataka,Urban,Literate But Below Primary,4507,Any Other,Females
Karnataka,Urban,Primary But Below Middle,7418,Any Other,Females
Karnataka,Urban,Middle But Below Matric/Secondary,4043,Any Other,Females
Karnataka,Urban,Matric/Secondary But Below Graduate,12559,Any Other,Females
Karnataka,Urban,Graduate And Above,5956,Any Other,Females
Goa,Rural,Illiterate,446,Any Other,Females
Goa,Rural,Literate,795,Any Other,Females
Goa,Rural,Literate But Below Primary,148,Any Other,Females
Goa,Rural,Primary But Below Middle,144,Any Other,Females
Goa,Rural,Middle But Below Matric/Secondary,127,Any Other,Females
Goa,Rural,Matric/Secondary But Below Graduate,199,Any Other,Females
Goa,Rural,Graduate And Above,48,Any Other,Females
Goa,Urban,Illiterate,448,Any Other,Females
Goa,Urban,Literate,1162,Any Other,Females
Goa,Urban,Literate But Below Primary,172,Any Other,Females
Goa,Urban,Primary But Below Middle,164,Any Other,Females
Goa,Urban,Middle But Below Matric/Secondary,143,Any Other,Females
Goa,Urban,Matric/Secondary But Below Graduate,365,Any Other,Females
Goa,Urban,Graduate And Above,174,Any Other,Females
Lakshadweep,Rural,Illiterate,2,Any Other,Females
Lakshadweep,Rural,Literate,17,Any Other,Females
Lakshadweep,Rural,Literate But Below Primary,9,Any Other,Females
Lakshadweep,Rural,Primary But Below Middle,3,Any Other,Females
Lakshadweep,Rural,Middle But Below Matric/Secondary,2,Any Other,Females
Lakshadweep,Rural,Matric/Secondary But Below Graduate,3,Any Other,Females
Lakshadweep,Rural,Graduate And Above,0,Any Other,Females
Lakshadweep,Urban,Illiterate,16,Any Other,Females
Lakshadweep,Urban,Literate,48,Any Other,Females
Lakshadweep,Urban,Literate But Below Primary,8,Any Other,Females
Lakshadweep,Urban,Primary But Below Middle,9,Any Other,Females
Lakshadweep,Urban,Middle But Below Matric/Secondary,9,Any Other,Females
Lakshadweep,Urban,Matric/Secondary But Below Graduate,17,Any Other,Females
Lakshadweep,Urban,Graduate And Above,1,Any Other,Females
Kerala,Rural,Illiterate,6228,Any Other,Females
Kerala,Rural,Literate,19035,Any Other,Females
Kerala,Rural,Literate But Below Primary,4124,Any Other,Females
Kerala,Rural,Primary But Below Middle,3997,Any Other,Females
Kerala,Rural,Middle But Below Matric/Secondary,3224,Any Other,Females
Kerala,Rural,Matric/Secondary But Below Graduate,5294,Any Other,Females
Kerala,Rural,Graduate And Above,1093,Any Other,Females
Kerala,Urban,Illiterate,4578,Any Other,Females
Kerala,Urban,Literate,16792,Any Other,Females
Kerala,Urban,Literate But Below Primary,3283,Any Other,Females
Kerala,Urban,Primary But Below Middle,3440,Any Other,Females
Kerala,Urban,Middle But Below Matric/Secondary,2610,Any Other,Females
Kerala,Urban,Matric/Secondary But Below Graduate,4720,Any Other,Females
Kerala,Urban,Graduate And Above,1539,Any Other,Females
Tamil Nadu,Rural,Illiterate,22857,Any Other,Females
Tamil Nadu,Rural,Literate,27899,Any Other,Females
Tamil Nadu,Rural,Literate But Below Primary,3536,Any Other,Females
Tamil Nadu,Rural,Primary But Below Middle,7378,Any Other,Females
Tamil Nadu,Rural,Middle But Below Matric/Secondary,5516,Any Other,Females
Tamil Nadu,Rural,Matric/Secondary But Below Graduate,7479,Any Other,Females
Tamil Nadu,Rural,Graduate And Above,1550,Any Other,Females
Tamil Nadu,Urban,Illiterate,16086,Any Other,Females
Tamil Nadu,Urban,Literate,40400,Any Other,Females
Tamil Nadu,Urban,Literate But Below Primary,3541,Any Other,Females
Tamil Nadu,Urban,Primary But Below Middle,8330,Any Other,Females
Tamil Nadu,Urban,Middle But Below Matric/Secondary,6627,Any Other,Females
Tamil Nadu,Urban,Matric/Secondary But Below Graduate,12310,Any Other,Females
Tamil Nadu,Urban,Graduate And Above,6308,Any Other,Females
Puducherry,Rural,Illiterate,294,Any Other,Females
Puducherry,Rural,Literate,418,Any Other,Females
Puducherry,Rural,Literate But Below Primary,48,Any Other,Females
Puducherry,Rural,Primary But Below Middle,100,Any Other,Females
Puducherry,Rural,Middle But Below Matric/Secondary,81,Any Other,Females
Puducherry,Rural,Matric/Secondary But Below Graduate,131,Any Other,Females
Puducherry,Rural,Graduate And Above,27,Any Other,Females
Puducherry,Urban,Illiterate,361,Any Other,Females
Puducherry,Urban,Literate,869,Any Other,Females
Puducherry,Urban,Literate But Below Primary,82,Any Other,Females
Puducherry,Urban,Primary But Below Middle,217,Any Other,Females
Puducherry,Urban,Middle But Below Matric/Secondary,156,Any Other,Females
Puducherry,Urban,Matric/Secondary But Below Graduate,264,Any Other,Females
Puducherry,Urban,Graduate And Above,111,Any Other,Females
Andaman & Nicobar Islands,Rural,Illiterate,72,Any Other,Females
Andaman & Nicobar Islands,Rural,Literate,149,Any Other,Females
Andaman & Nicobar Islands,Rural,Literate But Below Primary,25,Any Other,Females
Andaman & Nicobar Islands,Rural,Primary But Below Middle,31,Any Other,Females
Andaman & Nicobar Islands,Rural,Middle But Below Matric/Secondary,37,Any Other,Females
Andaman & Nicobar Islands,Rural,Matric/Secondary But Below Graduate,48,Any Other,Females
Andaman & Nicobar Islands,Rural,Graduate And Above,3,Any Other,Females
Andaman & Nicobar Islands,Urban,Illiterate,28,Any Other,Females
Andaman & Nicobar Islands,Urban,Literate,99,Any Other,Females
Andaman & Nicobar Islands,Urban,Literate But Below Primary,10,Any Other,Females
Andaman & Nicobar Islands,Urban,Primary But Below Middle,20,Any Other,Females
Andaman & Nicobar Islands,Urban,Middle But Below Matric/Secondary,22,Any Other,Females
Andaman & Nicobar Islands,Urban,Matric/Secondary But Below Graduate,38,Any Other,Females
Andaman & Nicobar Islands,Urban,Graduate And Above,7,Any Other,Females
Jammu & Kashmir,Rural,Illiterate,14484,Multiple Disability,Males
Jammu & Kashmir,Rural,Literate,5477,Multiple Disability,Males
Jammu & Kashmir,Rural,Literate But Below Primary,834,Multiple Disability,Males
Jammu & Kashmir,Rural,Primary But Below Middle,1347,Multiple Disability,Males
Jammu & Kashmir,Rural,Middle But Below Matric/Secondary,1512,Multiple Disability,Males
Jammu & Kashmir,Rural,Matric/Secondary But Below Graduate,1115,Multiple Disability,Males
Jammu & Kashmir,Rural,Graduate And Above,205,Multiple Disability,Males
Jammu & Kashmir,Urban,Illiterate,2975,Multiple Disability,Males
Jammu & Kashmir,Urban,Literate,1542,Multiple Disability,Males
Jammu & Kashmir,Urban,Literate But Below Primary,136,Multiple Disability,Males
Jammu & Kashmir,Urban,Primary But Below Middle,254,Multiple Disability,Males
Jammu & Kashmir,Urban,Middle But Below Matric/Secondary,396,Multiple Disability,Males
Jammu & Kashmir,Urban,Matric/Secondary But Below Graduate,462,Multiple Disability,Males
Jammu & Kashmir,Urban,Graduate And Above,164,Multiple Disability,Males
Himachal Pradesh,Rural,Illiterate,5637,Multiple Disability,Males
Himachal Pradesh,Rural,Literate,3771,Multiple Disability,Males
Himachal Pradesh,Rural,Literate But Below Primary,831,Multiple Disability,Males
Himachal Pradesh,Rural,Primary But Below Middle,1252,Multiple Disability,Males
Himachal Pradesh,Rural,Middle But Below Matric/Secondary,587,Multiple Disability,Males
Himachal Pradesh,Rural,Matric/Secondary But Below Graduate,704,Multiple Disability,Males
Himachal Pradesh,Rural,Graduate And Above,87,Multiple Disability,Males
Himachal Pradesh,Urban,Illiterate,278,Multiple Disability,Males
Himachal Pradesh,Urban,Literate,380,Multiple Disability,Males
Himachal Pradesh,Urban,Literate But Below Primary,70,Multiple Disability,Males
Himachal Pradesh,Urban,Primary But Below Middle,112,Multiple Disability,Males
Himachal Pradesh,Urban,Middle But Below Matric/Secondary,57,Multiple Disability,Males
Himachal Pradesh,Urban,Matric/Secondary But Below Graduate,90,Multiple Disability,Males
Himachal Pradesh,Urban,Graduate And Above,30,Multiple Disability,Males
Punjab,Rural,Illiterate,11188,Multiple Disability,Males
Punjab,Rural,Literate,4870,Multiple Disability,Males
Punjab,Rural,Literate But Below Primary,935,Multiple Disability,Males
Punjab,Rural,Primary But Below Middle,1387,Multiple Disability,Males
Punjab,Rural,Middle But Below Matric/Secondary,738,Multiple Disability,Males
Punjab,Rural,Matric/Secondary But Below Graduate,1114,Multiple Disability,Males
Punjab,Rural,Graduate And Above,88,Multiple Disability,Males
Punjab,Urban,Illiterate,3782,Multiple Disability,Males
Punjab,Urban,Literate,3070,Multiple Disability,Males
Punjab,Urban,Literate But Below Primary,378,Multiple Disability,Males
Punjab,Urban,Primary But Below Middle,684,Multiple Disability,Males
Punjab,Urban,Middle But Below Matric/Secondary,538,Multiple Disability,Males
Punjab,Urban,Matric/Secondary But Below Graduate,874,Multiple Disability,Males
Punjab,Urban,Graduate And Above,252,Multiple Disability,Males
Chandigarh,Rural,Illiterate,6,Multiple Disability,Males
Chandigarh,Rural,Literate,11,Multiple Disability,Males
Chandigarh,Rural,Literate But Below Primary,2,Multiple Disability,Males
Chandigarh,Rural,Primary But Below Middle,5,Multiple Disability,Males
Chandigarh,Rural,Middle But Below Matric/Secondary,3,Multiple Disability,Males
Chandigarh,Rural,Matric/Secondary But Below Graduate,0,Multiple Disability,Males
Chandigarh,Rural,Graduate And Above,0,Multiple Disability,Males
Chandigarh,Urban,Illiterate,366,Multiple Disability,Males
Chandigarh,Urban,Literate,392,Multiple Disability,Males
Chandigarh,Urban,Literate But Below Primary,51,Multiple Disability,Males
Chandigarh,Urban,Primary But Below Middle,75,Multiple Disability,Males
Chandigarh,Urban,Middle But Below Matric/Secondary,64,Multiple Disability,Males
Chandigarh,Urban,Matric/Secondary But Below Graduate,102,Multiple Disability,Males
Chandigarh,Urban,Graduate And Above,64,Multiple Disability,Males
Uttarakhand,Rural,Illiterate,5301,Multiple Disability,Males
Uttarakhand,Rural,Literate,3325,Multiple Disability,Males
Uttarakhand,Rural,Literate But Below Primary,698,Multiple Disability,Males
Uttarakhand,Rural,Primary But Below Middle,1105,Multiple Disability,Males
Uttarakhand,Rural,Middle But Below Matric/Secondary,671,Multiple Disability,Males
Uttarakhand,Rural,Matric/Secondary But Below Graduate,475,Multiple Disability,Males
Uttarakhand,Rural,Graduate And Above,95,Multiple Disability,Males
Uttarakhand,Urban,Illiterate,1417,Multiple Disability,Males
Uttarakhand,Urban,Literate,1269,Multiple Disability,Males
Uttarakhand,Urban,Literate But Below Primary,160,Multiple Disability,Males
Uttarakhand,Urban,Primary But Below Middle,247,Multiple Disability,Males
Uttarakhand,Urban,Middle But Below Matric/Secondary,238,Multiple Disability,Males
Uttarakhand,Urban,Matric/Secondary But Below Graduate,382,Multiple Disability,Males
Uttarakhand,Urban,Graduate And Above,129,Multiple Disability,Males
Haryana,Rural,Illiterate,12873,Multiple Disability,Males
Haryana,Rural,Literate,6884,Multiple Disability,Males
Haryana,Rural,Literate But Below Primary,1701,Multiple Disability,Males
Haryana,Rural,Primary But Below Middle,1994,Multiple Disability,Males
Haryana,Rural,Middle But Below Matric/Secondary,1039,Multiple Disability,Males
Haryana,Rural,Matric/Secondary But Below Graduate,1441,Multiple Disability,Males
Haryana,Rural,Graduate And Above,181,Multiple Disability,Males
Haryana,Urban,Illiterate,4086,Multiple Disability,Males
Haryana,Urban,Literate,3974,Multiple Disability,Males
Haryana,Urban,Literate But Below Primary,535,Multiple Disability,Males
Haryana,Urban,Primary But Below Middle,924,Multiple Disability,Males
Haryana,Urban,Middle But Below Matric/Secondary,635,Multiple Disability,Males
Haryana,Urban,Matric/Secondary But Below Graduate,1154,Multiple Disability,Males
Haryana,Urban,Graduate And Above,397,Multiple Disability,Males
Nct Of Delhi,Rural,Illiterate,235,Multiple Disability,Males
Nct Of Delhi,Rural,Literate,162,Multiple Disability,Males
Nct Of Delhi,Rural,Literate But Below Primary,22,Multiple Disability,Males
Nct Of Delhi,Rural,Primary But Below Middle,43,Multiple Disability,Males
Nct Of Delhi,Rural,Middle But Below Matric/Secondary,29,Multiple Disability,Males
Nct Of Delhi,Rural,Matric/Secondary But Below Graduate,52,Multiple Disability,Males
Nct Of Delhi,Rural,Graduate And Above,6,Multiple Disability,Males
Nct Of Delhi,Urban,Illiterate,7013,Multiple Disability,Males
Nct Of Delhi,Urban,Literate,6695,Multiple Disability,Males
Nct Of Delhi,Urban,Literate But Below Primary,909,Multiple Disability,Males
Nct Of Delhi,Urban,Primary But Below Middle,1446,Multiple Disability,Males
Nct Of Delhi,Urban,Middle But Below Matric/Secondary,1081,Multiple Disability,Males
Nct Of Delhi,Urban,Matric/Secondary But Below Graduate,1821,Multiple Disability,Males
Nct Of Delhi,Urban,Graduate And Above,832,Multiple Disability,Males
Rajasthan,Rural,Illiterate,63498,Multiple Disability,Males
Rajasthan,Rural,Literate,23890,Multiple Disability,Males
Rajasthan,Rural,Literate But Below Primary,6753,Multiple Disability,Males
Rajasthan,Rural,Primary But Below Middle,7735,Multiple Disability,Males
Rajasthan,Rural,Middle But Below Matric/Secondary,3501,Multiple Disability,Males
Rajasthan,Rural,Matric/Secondary But Below Graduate,2333,Multiple Disability,Males
Rajasthan,Rural,Graduate And Above,528,Multiple Disability,Males
Rajasthan,Urban,Illiterate,9265,Multiple Disability,Males
Rajasthan,Urban,Literate,7936,Multiple Disability,Males
Rajasthan,Urban,Literate But Below Primary,1568,Multiple Disability,Males
Rajasthan,Urban,Primary But Below Middle,2043,Multiple Disability,Males
Rajasthan,Urban,Middle But Below Matric/Secondary,1287,Multiple Disability,Males
Rajasthan,Urban,Matric/Secondary But Below Graduate,1601,Multiple Disability,Males
Rajasthan,Urban,Graduate And Above,608,Multiple Disability,Males
Uttar Pradesh,Rural,Illiterate,63802,Multiple Disability,Males
Uttar Pradesh,Rural,Literate,35706,Multiple Disability,Males
Uttar Pradesh,Rural,Literate But Below Primary,6837,Multiple Disability,Males
Uttar Pradesh,Rural,Primary But Below Middle,10456,Multiple Disability,Males
Uttar Pradesh,Rural,Middle But Below Matric/Secondary,7339,Multiple Disability,Males
Uttar Pradesh,Rural,Matric/Secondary But Below Graduate,5957,Multiple Disability,Males
Uttar Pradesh,Rural,Graduate And Above,1441,Multiple Disability,Males
Uttar Pradesh,Urban,Illiterate,14950,Multiple Disability,Males
Uttar Pradesh,Urban,Literate,11961,Multiple Disability,Males
Uttar Pradesh,Urban,Literate But Below Primary,1685,Multiple Disability,Males
Uttar Pradesh,Urban,Primary But Below Middle,2435,Multiple Disability,Males
Uttar Pradesh,Urban,Middle But Below Matric/Secondary,2063,Multiple Disability,Males
Uttar Pradesh,Urban,Matric/Secondary But Below Graduate,2994,Multiple Disability,Males
Uttar Pradesh,Urban,Graduate And Above,1386,Multiple Disability,Males
Bihar,Rural,Illiterate,39612,Multiple Disability,Males
Bihar,Rural,Literate,20794,Multiple Disability,Males
Bihar,Rural,Literate But Below Primary,4957,Multiple Disability,Males
Bihar,Rural,Primary But Below Middle,5334,Multiple Disability,Males
Bihar,Rural,Middle But Below Matric/Secondary,3132,Multiple Disability,Males
Bihar,Rural,Matric/Secondary But Below Graduate,3992,Multiple Disability,Males
Bihar,Rural,Graduate And Above,816,Multiple Disability,Males
Bihar,Urban,Illiterate,4088,Multiple Disability,Males
Bihar,Urban,Literate,3327,Multiple Disability,Males
Bihar,Urban,Literate But Below Primary,511,Multiple Disability,Males
Bihar,Urban,Primary But Below Middle,566,Multiple Disability,Males
Bihar,Urban,Middle But Below Matric/Secondary,504,Multiple Disability,Males
Bihar,Urban,Matric/Secondary But Below Graduate,891,Multiple Disability,Males
Bihar,Urban,Graduate And Above,448,Multiple Disability,Males
Sikkim,Rural,Illiterate,1043,Multiple Disability,Males
Sikkim,Rural,Literate,340,Multiple Disability,Males
Sikkim,Rural,Literate But Below Primary,173,Multiple Disability,Males
Sikkim,Rural,Primary But Below Middle,70,Multiple Disability,Males
Sikkim,Rural,Middle But Below Matric/Secondary,21,Multiple Disability,Males
Sikkim,Rural,Matric/Secondary But Below Graduate,19,Multiple Disability,Males
Sikkim,Rural,Graduate And Above,1,Multiple Disability,Males
Sikkim,Urban,Illiterate,89,Multiple Disability,Males
Sikkim,Urban,Literate,52,Multiple Disability,Males
Sikkim,Urban,Literate But Below Primary,12,Multiple Disability,Males
Sikkim,Urban,Primary But Below Middle,9,Multiple Disability,Males
Sikkim,Urban,Middle But Below Matric/Secondary,10,Multiple Disability,Males
Sikkim,Urban,Matric/Secondary But Below Graduate,14,Multiple Disability,Males
Sikkim,Urban,Graduate And Above,2,Multiple Disability,Males
Arunachal Pradesh,Rural,Illiterate,949,Multiple Disability,Males
Arunachal Pradesh,Rural,Literate,190,Multiple Disability,Males
Arunachal Pradesh,Rural,Literate But Below Primary,54,Multiple Disability,Males
Arunachal Pradesh,Rural,Primary But Below Middle,48,Multiple Disability,Males
Arunachal Pradesh,Rural,Middle But Below Matric/Secondary,27,Multiple Disability,Males
Arunachal Pradesh,Rural,Matric/Secondary But Below Graduate,26,Multiple Disability,Males
Arunachal Pradesh,Rural,Graduate And Above,8,Multiple Disability,Males
Arunachal Pradesh,Urban,Illiterate,97,Multiple Disability,Males
Arunachal Pradesh,Urban,Literate,64,Multiple Disability,Males
Arunachal Pradesh,Urban,Literate But Below Primary,15,Multiple Disability,Males
Arunachal Pradesh,Urban,Primary But Below Middle,13,Multiple Disability,Males
Arunachal Pradesh,Urban,Middle But Below Matric/Secondary,8,Multiple Disability,Males
Arunachal Pradesh,Urban,Matric/Secondary But Below Graduate,16,Multiple Disability,Males
Arunachal Pradesh,Urban,Graduate And Above,7,Multiple Disability,Males
Nagaland,Rural,Illiterate,1195,Multiple Disability,Males
Nagaland,Rural,Literate,271,Multiple Disability,Males
Nagaland,Rural,Literate But Below Primary,88,Multiple Disability,Males
Nagaland,Rural,Primary But Below Middle,69,Multiple Disability,Males
Nagaland,Rural,Middle But Below Matric/Secondary,37,Multiple Disability,Males
Nagaland,Rural,Matric/Secondary But Below Graduate,22,Multiple Disability,Males
Nagaland,Rural,Graduate And Above,4,Multiple Disability,Males
Nagaland,Urban,Illiterate,208,Multiple Disability,Males
Nagaland,Urban,Literate,99,Multiple Disability,Males
Nagaland,Urban,Literate But Below Primary,22,Multiple Disability,Males
Nagaland,Urban,Primary But Below Middle,19,Multiple Disability,Males
Nagaland,Urban,Middle But Below Matric/Secondary,14,Multiple Disability,Males
Nagaland,Urban,Matric/Secondary But Below Graduate,21,Multiple Disability,Males
Nagaland,Urban,Graduate And Above,6,Multiple Disability,Males
Manipur,Rural,Illiterate,861,Multiple Disability,Males
Manipur,Rural,Literate,468,Multiple Disability,Males
Manipur,Rural,Literate But Below Primary,70,Multiple Disability,Males
Manipur,Rural,Primary But Below Middle,82,Multiple Disability,Males
Manipur,Rural,Middle But Below Matric/Secondary,120,Multiple Disability,Males
Manipur,Rural,Matric/Secondary But Below Graduate,102,Multiple Disability,Males
Manipur,Rural,Graduate And Above,38,Multiple Disability,Males
Manipur,Urban,Illiterate,331,Multiple Disability,Males
Manipur,Urban,Literate,274,Multiple Disability,Males
Manipur,Urban,Literate But Below Primary,29,Multiple Disability,Males
Manipur,Urban,Primary But Below Middle,42,Multiple Disability,Males
Manipur,Urban,Middle But Below Matric/Secondary,77,Multiple Disability,Males
Manipur,Urban,Matric/Secondary But Below Graduate,72,Multiple Disability,Males
Manipur,Urban,Graduate And Above,31,Multiple Disability,Males
Mizoram,Rural,Illiterate,412,Multiple Disability,Males
Mizoram,Rural,Literate,203,Multiple Disability,Males
Mizoram,Rural,Literate But Below Primary,116,Multiple Disability,Males
Mizoram,Rural,Primary But Below Middle,37,Multiple Disability,Males
Mizoram,Rural,Middle But Below Matric/Secondary,11,Multiple Disability,Males
Mizoram,Rural,Matric/Secondary But Below Graduate,15,Multiple Disability,Males
Mizoram,Rural,Graduate And Above,1,Multiple Disability,Males
Mizoram,Urban,Illiterate,298,Multiple Disability,Males
Mizoram,Urban,Literate,179,Multiple Disability,Males
Mizoram,Urban,Literate But Below Primary,73,Multiple Disability,Males
Mizoram,Urban,Primary But Below Middle,37,Multiple Disability,Males
Mizoram,Urban,Middle But Below Matric/Secondary,27,Multiple Disability,Males
Mizoram,Urban,Matric/Secondary But Below Graduate,12,Multiple Disability,Males
Mizoram,Urban,Graduate And Above,1,Multiple Disability,Males
Tripura,Rural,Illiterate,1248,Multiple Disability,Males
Tripura,Rural,Literate,1031,Multiple Disability,Males
Tripura,Rural,Literate But Below Primary,392,Multiple Disability,Males
Tripura,Rural,Primary But Below Middle,240,Multiple Disability,Males
Tripura,Rural,Middle But Below Matric/Secondary,159,Multiple Disability,Males
Tripura,Rural,Matric/Secondary But Below Graduate,92,Multiple Disability,Males
Tripura,Rural,Graduate And Above,10,Multiple Disability,Males
Tripura,Urban,Illiterate,475,Multiple Disability,Males
Tripura,Urban,Literate,724,Multiple Disability,Males
Tripura,Urban,Literate But Below Primary,179,Multiple Disability,Males
Tripura,Urban,Primary But Below Middle,132,Multiple Disability,Males
Tripura,Urban,Middle But Below Matric/Secondary,142,Multiple Disability,Males
Tripura,Urban,Matric/Secondary But Below Graduate,136,Multiple Disability,Males
Tripura,Urban,Graduate And Above,50,Multiple Disability,Males
Meghalaya,Rural,Illiterate,1157,Multiple Disability,Males
Meghalaya,Rural,Literate,440,Multiple Disability,Males
Meghalaya,Rural,Literate But Below Primary,192,Multiple Disability,Males
Meghalaya,Rural,Primary But Below Middle,93,Multiple Disability,Males
Meghalaya,Rural,Middle But Below Matric/Secondary,61,Multiple Disability,Males
Meghalaya,Rural,Matric/Secondary But Below Graduate,45,Multiple Disability,Males
Meghalaya,Rural,Graduate And Above,5,Multiple Disability,Males
Meghalaya,Urban,Illiterate,160,Multiple Disability,Males
Meghalaya,Urban,Literate,119,Multiple Disability,Males
Meghalaya,Urban,Literate But Below Primary,38,Multiple Disability,Males
Meghalaya,Urban,Primary But Below Middle,33,Multiple Disability,Males
Meghalaya,Urban,Middle But Below Matric/Secondary,18,Multiple Disability,Males
Meghalaya,Urban,Matric/Secondary But Below Graduate,17,Multiple Disability,Males
Meghalaya,Urban,Graduate And Above,4,Multiple Disability,Males
Assam,Rural,Illiterate,15161,Multiple Disability,Males
Assam,Rural,Literate,7440,Multiple Disability,Males
Assam,Rural,Literate But Below Primary,2577,Multiple Disability,Males
Assam,Rural,Primary But Below Middle,1751,Multiple Disability,Males
Assam,Rural,Middle But Below Matric/Secondary,1287,Multiple Disability,Males
Assam,Rural,Matric/Secondary But Below Graduate,912,Multiple Disability,Males
Assam,Rural,Graduate And Above,164,Multiple Disability,Males
Assam,Urban,Illiterate,1491,Multiple Disability,Males
Assam,Urban,Literate,1461,Multiple Disability,Males
Assam,Urban,Literate But Below Primary,305,Multiple Disability,Males
Assam,Urban,Primary But Below Middle,290,Multiple Disability,Males
Assam,Urban,Middle But Below Matric/Secondary,277,Multiple Disability,Males
Assam,Urban,Matric/Secondary But Below Graduate,324,Multiple Disability,Males
Assam,Urban,Graduate And Above,117,Multiple Disability,Males
West Bengal,Rural,Illiterate,51739,Multiple Disability,Males
West Bengal,Rural,Literate,30950,Multiple Disability,Males
West Bengal,Rural,Literate But Below Primary,12986,Multiple Disability,Males
West Bengal,Rural,Primary But Below Middle,6672,Multiple Disability,Males
West Bengal,Rural,Middle But Below Matric/Secondary,5086,Multiple Disability,Males
West Bengal,Rural,Matric/Secondary But Below Graduate,3052,Multiple Disability,Males
West Bengal,Rural,Graduate And Above,738,Multiple Disability,Males
West Bengal,Urban,Illiterate,12242,Multiple Disability,Males
West Bengal,Urban,Literate,11697,Multiple Disability,Males
West Bengal,Urban,Literate But Below Primary,3049,Multiple Disability,Males
West Bengal,Urban,Primary But Below Middle,2136,Multiple Disability,Males
West Bengal,Urban,Middle But Below Matric/Secondary,2153,Multiple Disability,Males
West Bengal,Urban,Matric/Secondary But Below Graduate,2135,Multiple Disability,Males
West Bengal,Urban,Graduate And Above,970,Multiple Disability,Males
Jharkhand,Rural,Illiterate,17077,Multiple Disability,Males
Jharkhand,Rural,Literate,8454,Multiple Disability,Males
Jharkhand,Rural,Literate But Below Primary,2111,Multiple Disability,Males
Jharkhand,Rural,Primary But Below Middle,2685,Multiple Disability,Males
Jharkhand,Rural,Middle But Below Matric/Secondary,1349,Multiple Disability,Males
Jharkhand,Rural,Matric/Secondary But Below Graduate,1202,Multiple Disability,Males
Jharkhand,Rural,Graduate And Above,212,Multiple Disability,Males
Jharkhand,Urban,Illiterate,3469,Multiple Disability,Males
Jharkhand,Urban,Literate,2965,Multiple Disability,Males
